uniq_idx,error,fold,sentence,bias,lex_bias
78nyt20,tn,,"The process began in earnest at 4:20 p.m. on Friday, Sept. 14, when Stephen W. Preston, the C.I.A. general counsel, sent an e-mail to other agency officials warning them not to disclose information that might interfere with the F.B.I.’s investigation.",0,0
78nyt31,tn,,"Mr. Obama’s national security deputies reviewed the talking points at a meeting the next day, Sept. 15, Mr. Rhodes said.",0,0
97hpo0,tn,,"WASHINGTON -- The U.S. Attorney’s office in New Jersey has subpoenaed documents from the reelection campaign of New Jersey Gov. Chris Christie (R) and the New Jersey Republican State Committee, as part of its investigation into the ""Bridgegate"" scandal.",0,1
97hpo4,tn,0.0,"The campaign and the state party intend to cooperate with the U.S. Attorney's office and the state legislative committee and will respond to the subpoenas accordingly.""",0,0
79nyt0,tn,,"WASHINGTON — The lawmakers trotted from their dugouts at Nationals Park, together in a near-summer air that never quite felt swampy, united in a certainty that the game must go on, just not exactly as it had before.",0,0
79nyt9,tn,0.0,"Some members of Congress had not expected to stay behind for the annual showdown, with families and district business waiting for them.",0,0
79nyt11,tn,0.0,"“We come here, and these members become our family,” Representative John Lewis, Democrat of Georgia, said at the Capitol before a game he had not intended to see.",0,0
79nyt18,tn,0.0,More sustainable.,0,0
79nyt20,tn,,"“What’s the half-life?” asked Senator Roger Wicker, Republican of Mississippi, appraising how long the comity might last.",0,0
79nyt36,tn,0.0,"Ms. Pelosi sat for an interview alongside Speaker Paul D. Ryan, Republican of Wisconsin.",0,0
79nyt41,tn,,"David Bailey, a Capitol Police officer who was wounded while helping to stop the attack, threw out the ceremonial first pitch.",0,0
79nyt42,fp,,"(The ball was delivered to the mound, in an apparent bit of sponsorship oddity, by a Budweiser Clydesdale.)",0,0
99fox5,tn,,"Vega contended that there was a ""rush to indict"" after a two-year grand jury investigation.",0,0
99fox15,tn,,The pair is due to be arraigned in court on Thursday morning.,0,0
98fox14,tn,0.0,"Obama told Senate Democrats this week that he believes that Boehner will make sure immigration reform is passed this year, according to The Hill, a a political publication in Washington, D.C.",0,0
73hpo2,tn,,Here's an excerpt from the Times report:,0,0
73hpo4,tn,0.0,"""And you exemplify it.",0,0
73hpo7,tn,,"He obtained at least five military deferments from 1965 to 1970 and took repeated steps that enabled him to avoid going to war, according to records.""",0,1
73hpo15,tn,0.0,"McMahon, the CEO of World Wrestling Entertainment, is one of the Republican Senate candidates running to face Blumenthal in November.",0,0
73hpo22,tn,0.0,"-Here are the facts: unlike many of his peers, Dick Blumenthal voluntarily joined the Marine Corps Reserves in 1970 and served for six months in Parris Island, SC and six years in the reserves.",0,0
72hpo8,tn,,"In recent months, Obama has privately suggested that Sanders drop out of the race to help Democrats unite around Clinton and prepare for the general election.",0,0
46nyt7,tn,,"“I feel badly for General Flynn,” Mr. Trump said on Monday. “I feel very badly.",0,0
46nyt13,fn,0.0,"A few days later, the F.B.I. director at the time, James B. Comey, recommended no charges be filed against her in the matter.",1,0
47nyt8,tn,0.0,"“All of the fools that are so focused on looking only at Russia should start also looking in another direction, China,” Mr. Trump wrote. ",0,1
47nyt13,tn,0.0,"In the case of Mr. Jones, it did not initially join the other major platforms in removing his content, and has since taken relatively minor steps against him.",0,0
42FOX10,tn,,"""We don't care about the pigment of one's skin,"" he said.",0,0
42FOX15,tn,,The final wording won't be released until the NAACP's national board of directors approves the resolution during its meeting in October.,0,0
42FOX17,tn,,"It said something could evolve ""and become more dangerous for that small percentage of people that really think our country has been taken away from them.""",0,0
42FOX21,tn,0.0,"The NAACP resolution, first reported by the Kansas City Star, was expected to make reference to the March incident on Capitol Hill.",0,0
42FOX23,fn,,"""When you look at the crime and poverty and family breakdown of the African-American community ... you see a half-century of failure by the NAACP,"" he wrote.",1,0
43fox16,tn,0.0,House Republicans have argued that the procedural votes don't take up very much time.,0,0
43fox22,tn,,"I mean, I know that Democrats would be out there pushing this, and certainly the president is,"" he said.",0,0
76fox5,fp,0.0,"""This strategy is very cynical but very obvious and transparent,"" he said in a statement.",0,0
77fox6,tn,0.0,"The Deputy Director, as the senior career FBI official, has the delegated authority to review and modify any disciplinary findings and/or penalty as deemed necessary in the best interest of the FBI.”",0,0
77fox7,fn,0.0,"Strzok appeared to launch a new Twitter account to fire back, saying he's ""deeply saddened"" by the decision and linking to a GoFundMe page. ",1,0
77fox8,fp,0.0,"President Trump and his allies for months, though, have hammered the former FBI agent and cast him as the poster child for anti-Trump bias within the bureau and Justice Department. ",0,0
77fox16,fn,,Strzok was removed from the special counsel probe last year after the discovery that he exchanged anti-Trump and other politically charged messages with colleague and lover Lisa Page. ,1,0
77fox37,tn,,Lisa Page left the bureau earlier this year. ,0,0
72nyt1,tn,0.0,"After the meeting with Mr. Obama, which lasted more than an hour, Mr. Sanders gave no indication that he was ready to leave the race just yet, insisting that he would compete in next week’s primary contest here in Washington.",0,0
72nyt7,fn,,He also praised the campaign that Mr. Sanders ran.,1,0
72nyt12,tn,,"Mr. Obama was trying to negotiate, however gently, with him to exit the Democratic race without inflicting damage on efforts to unite the party.",0,0
73nyt2,tn,0.0,“And you exemplify it.,0,0
73nyt5,tn,,"He obtained at least five military deferments from 1965 to 1970 and took repeated steps that enabled him to avoid going to war, according to records.",0,1
73nyt25,fp,0.0,But the way he speaks about his military service has led to confusion and frequent mischaracterizations of his biography in his home state newspapers.,0,0
73nyt26,tn,0.0,"In at least eight newspaper articles published in Connecticut from 2003 to 2009, he is described as having served in Vietnam.",0,0
46hpo0,tn,0.0,"WASHINGTON ― President Donald Trump on Monday defended his former national security adviser, Michael Flynn, by invoking his 2016 election opponent, Hillary Clinton.",0,0
46hpo5,fn,0.0,"Flynn lied, and it’s like, it ruined his life.",1,0
46hpo10,tn,,Trump and the White House have long claimed that the investigations into the campaign have nothing to do with Trump himself.,0,0
46hpo13,tn,,"Trump and his lawyer, John Dowd, now claim that the president already knew about Flynn lying to the FBI, renewing questions of whether Trump obstructed justice in the investigation.",0,0
48fox0,tn,,"Three days after an Internet video surfaced showing North Carolina Rep. Bob Etheridge in a physical confrontation with a young man, the lawmaker said he is ""profoundly"" sorry for the tussle on a Washington street.",0,0
48fox2,tn,,"""No matter how partisan and no matter how difficult things get sometimes, that's no excuse for my response,"" he added, shortly after releasing a written statement in which he said he ""profoundly"" regrets the incident.",0,0
48fox12,tp,0.0,"""His conduct is unbecoming of a member of Congress.",1,0
48fox16,tn,,"Etheridge, who has represented North Carolina's 2nd Congressional District since 1997, is running for re-election against Republican Renee Ellmers, a registered nurse, in November.",0,0
49fox12,tn,0.0,"""Well, we'll have to take a look at that, won't we?""",0,0
30hpo6,tn,,"That apology was planned ahead of time by the IRS, and came in response to a planted question.",0,0
30hpo8,tn,0.0,Lerner is a key figure in the unfolding IRS scandal.,0,0
31hpo3,tp,,"Using hand gestures, multiple impersonations and his infamous chalkboard, he took the usual swipes at Democrats.",1,0
31hpo4,tn,0.0,"""Progressivism,"" he declared, ""is eating the Constitution.""",0,0
31hpo17,tn,0.0,'One party won't tax and will spend.,0,0
31hpo22,fp,0.0,"I'm addicted to spending and big government,"" he declared, reading out the apology he wanted lawmakers to deliver.",0,0
31hpo25,tn,,But was the message what the conservative movement needed to hear?,0,0
93fox3,tn,0.0,"They also donated $15 million to charity, and paid an additional $13.6 million in state taxes.",0,0
93fox8,tn,,"During Clinton’s follow-up evaluations, she was found to have a “transverse sinus venous thrombosis” and started “anticoagulation therapy” to dissolve the clot.",0,0
92fox2,tn,,"Kerry, also a Democrat and the state’s senior U.S. senator, was confirmed Tuesday as the new secretary of state, following his nomination by President Obama to replace the retiring Hillary Clinton.",0,0
92fox3,tn,0.0,Both political parties will hold special-election primaries in mid May.,0,0
92fox19,tn,,"The only possible candidate he confirmed speaking with was former Democratic Rep. Barney Frank, and then only after Frank told reporters he'd spoken with Patrick.",0,0
97nyt1,tn,,A person briefed on the matter said the prosecutors had also issued subpoenas to some of the 20 people and entities — including potential witnesses and people who have come under scrutiny in the inquiry — that received subpoenas last week from a New Jersey legislative committee whose investigation largely parallels the federal one.,0,0
97nyt19,tn,,"Despite the inquiries, Mr. Christie seemed to be trying to conduct business as usual.",0,0
79hpo34,tn,0.0,"He said he heard at least 30 shots and got down on the ground, but couldn’t see the shooter.",0,0
79hpo38,tn,0.0,This year’s game is scheduled for Thursday night.,0,0
79hpo42,tn,,"“They are shaken,” Rucker said of YMCA staff.",0,0
79hpo54,tn,,"The FBI is taking over the investigation into the shooting, Alexandria Police Chief Michael Brown said.",0,0
78hpo19,tn,,"A reference to another terrorist group, Ansar al-Sharia, was left in, but later removed at the request of the State Department; the CIA agreed with that decision, again so as not to hinder the FBI investigation.",0,0
78hpo28,tn,,UPDATE: 9 p.m. -- White House spokesman Eric Schultz said he hoped Wednesday's disclosure would put to rest the Benghazi issue.,0,0
78hpo32,tn,0.0,"After 11 hearings, 25,000 pages of documents, and now this release, we can hopefully spend our time working on what’s important – what we can do together to ensure those serving their nation overseas are better protected than they were last September.”",0,0
81hpo7,tn,0.0,"""I think the people are just ready for some major changes in this country.""",0,0
81hpo12,tn,,"""I've been a conservative my whole life,"" he added.",0,0
81hpo13,tn,,"""There's nothing hard right or far right about anything.",0,0
80hpo11,tn,,"He said Wal-Mart's strong corporate culture stereotypes women as less aggressive than men and that translates into individual pay and promotion decisions at the more than 4,300 Wal-Mart and Sam's Club stores across the country.",0,0
80hpo20,tn,0.0,"But several of their more conservative colleagues appeared to agree with Theodore Boutrous Jr., representing Wal-Mart, that even subjecting the company to a trial would be unfair.",0,0
80hpo22,tn,,Boutrous said the class-action nature of the case deprives the company of its legal rights because it is being forced to defend the treatment of female employees regardless of the jobs they hold or where they work.,0,0
80hpo31,tn,,"Supporters of the women say that if the court sides with Wal-Mart, it could remove a valuable weapon for fighting all sorts of discrimination.",0,0
13hpo10,tn,0.0,"The forum, which ended Friday, was hosted by the Safari Club International Foundation and the United Republic of Tanzania.",0,0
13hpo11,fn,0.0,"The Safari Club’s political action committees donated a collective $24,500 to Trump’s presidential campaign and Zinke’s 2014 and 2016 congressional campaigns, according to Federal Election Commission data.",1,0
13hpo19,tn,,Talk-show host Ellen DeGeneres launched a campaign called #BeKindToElephants.,0,0
12hpo10,tn,0.0,The task force also suggested that states loosen current legal restrictions on who can carry a firearm on school property.,0,0
22fox8,tn,0.0,The White House and Republican leaders in Congress now face long odds in trying to revive the trade legislation after congressional Democrats helped defeat a job retraining program to jeopardize Obama's attempt to secure the fast-track authority.,0,0
23fox0,tn,,The leaders of the Senate intelligence committee said Tuesday they had subpoenaed two of former National Security Adviser Michael Flynn's businesses as part of the ongoing probe into Russian activity during last year's presidential campaign.,0,0
23fox2,tn,0.0,The committee's action comes a day after Flynn’s lawyer notified the committee that his client will invoke his Fifth Amendment protection against self-incrimination and not comply with the committee’s subpoena seeking documents related to its investigation.,0,0
23fox5,tn,0.0,Trump fired Flynn in February because he misled Vice President Mike Pence about conversations he had with Russia’s ambassador about potentially easing economic sanctions.,0,0
26nyt3,tn,,"He said that the wall was why he was elected, one of the officials said.",0,0
26nyt17,tn,0.0,"In her first legislative act as speaker, Ms. Pelosi plans on Thursday to bring up two bills to reopen the government.",0,0
26nyt19,tn,,"The homeland security measure would devote $1.3 billion to border security measures, such as enhanced surveillance and fortified fencing, but not the wall.",0,0
26nyt44,tn,,"“The United States needs a physical barrier,” the president said during the cabinet meeting, comparing the southern border to “a sieve” that allows criminals and drugs to enter the country and facilitates human trafficking.",0,0
26nyt46,tn,,"(Parts of Mr. Obama’s home in the northwest section of the city are bordered by a low brick retaining wall, and others have iron or chain-link fencing.)",0,0
55fox6,tn,,"They must open their eyes. Please, you Hispanics in the U.S. – open your eyes.""",0,0
55fox27,fp,0.0,"""I'm here to tell you: They do not, they do not, they do not represent the view of the vast majority of the American people.”",0,0
51nyt25,tn,0.0,"“He blows away their case against him & now wants to clear his name by showing ‘the false or misleading testimony by James Comey, John Brennan …’ Witch Hunt!”",0,0
51nyt26,tn,,"In a letter to the House Intelligence Committee reported by Fox and other news organizations, Mr. Page wrote: “I have learned from your Committee staff on this Memorial Day holiday that I might not be immediately afforded the opportunity to address the false or misleading testimony by James Comey, John Brennan, et al. as per our previously scheduled appointment for next week.",0,0
50nyt6,tn,0.0,“I can’t help but think that those remarks are well over the line.,0,1
50nyt22,tp,0.0,"Asked whether he was suggesting that Mr. Obama lacked sympathy for the disabled, Mr. Santorum did not back down, saying, “I think the president has a very bad record on the issue of abortion and children who are disabled.”",1,0
50nyt23,tn,,"One of Mr. Santorum’s rivals for the Republican nomination, Representative Ron Paul of Texas, scoffed at Mr. Santorum on Sunday for focusing on social issues like abortion and contraception – and for believing that he could defeat Mr. Obama.",0,0
50nyt25,tn,,"“And this whole idea about talking about the social issues and who is going to pay for birth control pills,” Mr. Paul said.",0,0
4fox2,tn,,"""Rise to the occasion.",0,0
4fox5,tn,,"The girls accompanied their daughter to Wednesday's ceremony, in which he pardoned two turkeys named Mac and Cheese.",0,0
4fox6,tn,0.0,"The tradition of Thanksgiving turkeys being presented to the president dates back to 1947, with the turkey pardon being permanently instituted in 1989.",0,0
4fox7,tn,0.0,"Lauten later apologized for her original post, writing ""I quickly judged the two young ladies in a way that I would never have wanted to be judged myself as a teenager.",0,0
5fox5,tn,,“The PAC is a recycled pro-Iraq war PAC.,0,0
5fox24,tn,,In both cases WikiLeaks had publicly teased the publications.,0,0
0nyt27,tn,,"The House approved the Ryan budget plan on March 29 by a vote of 228 to 191, with all but 10 Republicans voting for it.",0,0
1nyt4,tn,,"“But if that Republican, in my opinion, is not the right candidate, I am not willing to give up my right to run as an independent candidate.”",0,0
1nyt7,tn,0.0,"“I must leave all of my options open because, above all else, we must make America great again!” he said.",0,0
1nyt9,tn,0.0,Newt Gingrich and Rick Santorum were the only two Republicans who agreed to participate.,0,0
18nyt9,tn,,"Mitt Romney and other Republicans have criticized his foreign policy as apologetic, toward volatile countries like Iran.",0,0
19nyt0,tn,0.0,"President Obama’s chief of staff used former President Bill Clinton as an intermediary to see if Representative Joe Sestak would drop out of Pennsylvania’s Democratic Senate primary if given a prominent, but unpaid, advisory position, the White House said on Friday.",0,0
19nyt6,fn,0.0,Mr. Bauer went on to say that such horse-trading has been commonplace through history.,1,0
19nyt17,tn,,"In a statement Friday, Mr. Sestak said Mr. Clinton had conveyed Mr. Emanuel’s suggestion that he join a “presidential board” while remaining in the House, but he declined.",0,0
19nyt19,tn,,"“The former president said he knew I’d say that, and the conversation moved on to other subjects.”",0,0
19nyt20,tn,0.0,"Mr. Sestak first mentioned publicly in February that he had been offered a job but provided no details, and the White House for three months had refused to discuss it, generating intense criticism from Republicans who accused it of trying to bribe a congressman and deep consternation among Democrats who called on the administration to answer questions.",0,0
64hpo0,tn,,Presumptive Republican presidential nominee Donald Trump issued a bombastic call for President Barack Obama to resign on Sunday over the president’s response to a shooting at an Orlando night club that left 50 people dead and scores of others injured.,0,1
64hpo4,fn,,"""If we do not get tough and smart real fast, we are not going to have a country anymore.",1,0
64hpo6,tn,0.0,I am trying to save lives and prevent the next terrorist attack.,0,0
64hpo10,fp,0.0,"Trump noted in his statement that the gunman, Omar Mateen, was ""the son of an immigrant from Afghanistan who openly published his support for the Afghanistani Taliban and even tried to run for President of Afghanistan.""",0,0
65HPO10,fn,0.0,"CEO Doug McMillon called on the governor to veto the bill, which he said ""threatens to undermine the spirit of inclusion.""",1,0
50hpo3,tn,,"But I am talking about his worldview, the way he addresses problems in this country, and they're different than most people view it in America.""",0,0
50hpo13,tp,,"""Free prenatal testing ends up in more abortions and therefore less care that has to be done, because we cull the ranks of the disabled in our society,"" Santorum told the Ohio Christian Alliance conference.",1,0
50hpo19,tn,,"""I'm saying that local communities and parents should be the ones in control over public education, certainly not the federal government, and I think the state governments have not done a particularly good job in public education, either,"" Santorum said.",0,0
50hpo20,tn,,"Buying a car, by contrast he said, is ""designed to meet the needs of a customer.",0,0
51hpo0,tn,0.0,Kathy Griffin Apologizes For Controversial Images Of Bloodied Trump Head,0,0
51hpo4,tn,0.0,“Kathy is all about pushing the limits and she went above and beyond on this one.,0,0
51hpo10,tn,0.0,"UPDATE - May 30, 10 p.m.: Kathy Griffin issued a formal apology for the controversial images on Twitter.",0,0
28fox9,tn,0.0,"Some Republican senators called the idea of Lieberman replacing Comey “intriguing,” but Sen. Claire McCaskill, D-Mo., said it was a “mistake” to nominate him.",0,0
29fox7,tn,,Our children and grandchildren’s futures are on the line.,0,0
29fox9,tn,,"The Post story centered on allegations made by Leigh Corfman, now 53.",0,0
0hpo2,tn,0.0,While the president's team has pointed to the Republican plan to turn Medicare into a quasi-voucher program -- in which recipients would receive a check to buy either insurance through the private market or traditional Medicare -- the Romney team has responded by noting that Obama took more than $700 billion out of Medicare as part of his health care overhaul.,0,0
0hpo4,fn,,"""If any person in this entire debate has blood on their hands in regard to Medicare, it's Barack Obama.""",1,0
0hpo17,tn,0.0,"""It turns out, Senator McCain would pay for part of his plan by making drastic cuts in Medicare: $882 billion worth -- $882 billion in Medicare cuts to pay for a ill-conceived, badly thought-through health care plan that won't provide more health care to people, even though Medicare is already facing a looming shortfall,"" Obama declared at a campaign stop in Roanoke, Va.",0,0
0hpo18,tn,0.0,"Douglas Holtz-Eakin, McCain's policy director at the time, recalled that the attack originated with a Wall Street Journal article that referenced his saying that McCain would assume savings in Medicare and Medicaid spending to make his health care plan budget neutral.",0,0
19hpo1,tn,,The offer was made by White House Chief of Staff Rahm Emanuel through a prominent intermediary -- former President Bill Clinton -- during the months of June and July of 2009.,0,0
18hpo4,tn,0.0,Those markets house some of the state’s largest Jewish communities.,0,0
18hpo6,fp,,"The ad features Netanyahu laying out Israel’s security concerns about Iran’s nuclear program, which Republicans have used to knock President Barack Obama’s sometimes frosty relationship with the Israeli prime minister. ",0,1
18hpo10,tn,0.0,I’m not going to do that.”,0,0
18hpo11,tn,,"He also rejected reports that Obama refused his request for a meeting, pinning the circumstances on a scheduling conflict, as has the White House when pressed on the subject.",0,0
18hpo12,fn,,"“President Obama has said that he’s determined to prevent Iran from getting nuclear weapons and I appreciate that and I respect that,” Netanyahu said on NBC’s “Meet the Press.”",1,0
65NYT4,tn,,"And so it was on Saturday, with lawmakers nearing a vote on the legislation that critics said would legalize discrimination against gay people, that the younger Mr. Hutchinson wrote to his father and warned that the proposal could damage Arkansas’s reputation and economy.",0,0
65NYT9,tn,0.0,But we stay close.”,0,0
65NYT19,tn,,"Mr. Hutchinson had robust political discussions with his father even as a high school student, long before their views diverged so vastly.",0,0
65NYT23,tn,0.0,"He would contact a cousin, Tim C. Hutchinson, who sat in the State House of Representatives, to register his views.",0,0
64nyt6,tn,,Mr. Obama vowed to respond forcefully to what he called a devastating “act of terror and an act of hate.”,0,0
64nyt13,tn,0.0,"“If we do not get tough and smart real fast, we are not going to have a country anymore,” Mr. Trump said in a statement.",0,0
64nyt15,tn,0.0,I am trying to save lives and prevent the next terrorist attack.”,0,0
64nyt27,tn,0.0,"“The shooter targeted a nightclub where people came together to be with friends, to dance and to sing, and to live,” Mr. Obama said.",0,0
61fox6,tp,0.0,"Romney released a statement late Tuesday saying: ""As I said yesterday, Todd Akin's comments were offensive and wrong and he should very seriously consider what course would be in the best interest of our country.",1,0
60fox4,tn,,"He was referring to comments unearthed from 1993 in which Reid said that ""no sane country"" would award citizenship to children of illegal immigrants born on its soil and promoted legislation to end the practice.",0,0
60fox12,fp,0.0,"“How ridiculous, we’re the only country in the world where a person comes in, has a baby, and the baby is essentially a citizen of the United States for 85 years with all of those benefits,” Trump said.",0,1
60fox17,tn,,But many scholars counter that it would take a constitutional amendment to change the policy. ,0,0
60fox20,tn,,"Senate Judiciary Chairman Chuck Grassley, R-Iowa, said he will ""closely review"" the proposed executive order, but said that ""as a general matter, this is an issue that Congress should take the lead to carefully consider and debate.""",0,0
80nyt18,tn,,"Justice Ruth Bader Ginsburg agreed, saying that companies had a responsibility to make sure that women were treated fairly in local workplaces.",0,0
80nyt22,tn,0.0,"“On the one hand, you say the problem is that they were utterly subjective, and on the other hand you say there is strong corporate culture that guides all of this. Well, which is it?”",0,0
80nyt25,tn,0.0,"“If somebody tells you how to exercise discretion,” he said, “you don’t have discretion.”",0,0
80nyt27,tn,,"“Each of the plaintiffs have very different stories,” he said.",0,0
80nyt45,tn,,He added later that “Wal-Mart was behind the other large retailers.”,0,0
80nyt46,tn,,The chief justice also asked Mr. Sellers “how many examples of abuse of the subjective discrimination delegation need to be shown before you can say that flows from the policy rather than from bad actors?”,0,0
80nyt50,fp,,"“So, you have the company that is absolutely typical of the entire American work force,” Justice Alito said.",0,0
80nyt51,tn,0.0,“Then you would say every single company is in violation of Title VII” of the Civil Rights Act?,0,0
81nyt2,tn,,"With just over $200,000, David Brat, a professor at Randolph-Macon College in Ashland, Va., toppled Mr. Cantor, repeatedly criticizing him for being soft on immigration and contending that he supported what critics call amnesty for immigrants in the country illegally.",0,1
81nyt14,tp,,"“He really just didn’t have very much money, but what he did have was a lot of heart,” she said of Mr. Brat.",1,0
81nyt17,tn,,It is much rarer for a member of the congressional leadership to lose a primary.,0,0
81nyt25,tn,0.0,"Mr. Cantor had won primaries in his district, which stretches from Richmond to the Washington suburbs, with as much as 79 percent of the vote, and he won the general election race for a seventh term in 2012 with 58 percent.",0,0
81nyt29,tn,0.0,"Mr. Boehner said Tuesday that he and Mr. Cantor had “been through a lot together,” making “tough choices that come with governing.”",0,0
84fox2,tn,0.0,"""I have people that actually have been studying it and they cannot believe what they're finding,"" Trump told NBC's ""Today"" show on Thursday.",0,0
84fox3,tn,0.0,"Officials in Hawaii have certified Obama's citizenship, but a segment of society -- labeled ""birthers"" in the vernacular -- have demanded additional proof.",0,0
84fox26,tn,0.0,"""I'm only interested in Libya if we get the oil,"" Trump said.",0,0
85fox1,tn,,"The Illinois Democrat faces up to five years in prison, but guidelines recommend slightly less.",0,0
85fox12,tn,0.0,"The Jacksons were appearing separately before U.S. District Judge Robert L. Wilkins in Washington, D.C. Jackson's wife spent $5,150 on fur capes and parkas, court documents said.",0,0
85fox17,tn,0.0,"However, one of her lawyers, Tom Kirsch, says the plea agreement ""does not contemplate a sentence of that length.""",0,0
12nyt4,tn,0.0,"Among the study’s central conclusions is that “the presence of armed security personnel adds a layer of security and diminishes response time” in a shooting, Mr. Hutchinson said.",0,0
12nyt9,fn,0.0,I don’t think the proper response is to arm all the projectionists in the movie theaters or all the vendors in the mall.”,1,0
12nyt19,tn,0.0,"On Tuesday, a proposal that would require public and charter schools to have an armed “protection officer” on school property during class hours passed a State House committee.",0,0
13nyt6,tn,,"“As a result, in a manner compliant with all applicable laws, rules and regulations, the issuing of permits is being put on hold as the decision is being removed.”",0,0
16fox1,tp,0.0,"The self-titled America's Toughest Sheriff, who famously re-instituted chain gangs in 1995 and has also been a major supporter of his state's controversial SB1070 immigration law, said that Perry has done more to combat illegal immigration along the U.S. border then any of the other candidates.",1,1
16fox2,tn,,"""I'm endorsing Rick Perry because we need a tough-on-crime president who will champion and fund full-time border security operations from Brownsville to San Diego,"" Arpaio said.",0,0
27hpo6,tn,,"The surprise meeting abroad with a foreign leader will be Trump’s first as a presidential nominee, and is not without risks to his candidacy.",0,0
27hpo16,tn,,I think this is a big mistake on part of President Peña.”,0,0
27hpo17,tp,0.0,"“It’s a very opportunistic move and I hope U.S. public opinion, U.S. citizens can see this and finally, and finally see what is behind Trump, this false prophet that is just cheating everybody,” he added.",1,0
26hpo1,tn,,"Senate Minority Leader Chuck Schumer and House Speaker-to-be Nancy Pelosi made their first visit to the White House since their Dec. 11 meeting with Trump, when he said he would be “proud” to take responsibility for a government shutdown in his effort to force Congress to spend billions of dollars on a wall along the southern border.",0,1
26hpo18,fn,,"Instead, Trump spent the first hour and a half of it complaining about a variety of issues, such as former Defense Secretary James Mattis’ performance and the late Sen. John McCain’s vote against Trump’s repeal of Obamacare, as well as offering his musings on such things as the utility of wheels and his desire for Russia to invade Afghanistan again.",1,1
14hpo2,tn,0.0,"On Thursday, he told reporters in Washington that the Justice Department would thoroughly investigate the case, and would ""continue to stand with Ferguson.""",0,0
14hpo6,tn,,"""He just let us speak, basically.",0,0
14hpo8,tn,0.0,"He agreed somewhat to what everyone said,” McCoy added.",0,0
14hpo36,tn,0.0,"“We need concrete action to change things in this country,” he said, according to excerpts provided by the Justice Department.",0,0
14hpo38,tn,0.0,"As I was just telling these young people, change is possible.",0,0
14hpo39,tn,,The same kid who got stopped on the New Jersey freeway is now the attorney general of the United States.,0,0
14hpo42,tn,,He is talking with Brown's parents and with members of the local congressional delegation.,0,0
15hpo7,tn,0.0,"""Both parties have failed our country... both parties have led us to believe that America, a country that was built on compromise -- that compromise is somehow a dirty word,"" Christie said.",0,0
15hpo24,tn,0.0,"His image suffered a major blow in 2014, when it was revealed members of his administration, including his deputy chief of staff, were involved in a plot to cause traffic jams near the George Washington Bridge to retaliate against a mayor who hadn't supported Christie's 2013 re-election.",0,0
86hpo9,tn,0.0,Mattis had previously argued that a small U.S. presence should remain because the counterterrorism mission there is ongoing and removing troops now would cause more problems for the region.,0,0
86hpo16,fp,,The defense secretary has characterized Putin as trying to undermine NATO and assaulting Western democracies while violating international norms.,0,0
86hpo23,tn,,"Mattis opposed Trump’s proposed ban on transgender service members, as well as the use of torture in the interrogation of terrorist suspects.",0,0
68nyt7,tn,,"But on Friday, it did not appear that the indictment would include any campaign finance charges or accusations that the congressman had misused his office, although several of the people noted that the investigation was continuing.",0,0
68nyt14,tn,,"Mr. Grimm, the only Republican member of New York City’s congressional delegation, is up for re-election in November and faces a potentially formidable challenger in former City Councilman Domenic M. Recchia Jr., a Democrat who headed the Council’s Finance Committee and was Christine C. Quinn’s chief lieutenant when she was Council speaker.",0,0
87hpo4,tn,,"""Faith made America strong. It can make her strong again.""",0,0
87hpo5,tn,0.0,Perry has recently stepped up his attacks on Obama for cultural issues.,0,0
69nyt16,tn,0.0,They included the placement of a bomb at the outer wall of the compound in June and an ambush that month on the British ambassador.,0,0
69nyt18,tn,0.0,Mrs. Clinton first publicly took responsibility for the Sept. 11 attack in an Oct. 15 interview with television reporters.,0,0
69nyt37,tn,,"Mrs. Clinton sought to put the events in Benghazi in a regional context, noting the presence of a group in northern Mali affiliated with Al Qaeda.",0,0
25fox6,tn,0.0,“It’s very simple.,0,0
25fox14,tn,0.0,"In a letter to Senate Majority Leader Mitch McConnell and Reid, Obama warned the bill could cause chaos in U.S. foreign affairs, as other countries would use the measure to justify the creation of ways to target ""U.S. policies and activities that they oppose.""",0,0
25fox17,tn,0.0,"But Cornyn, one of the bill's leading proponents, dismissed Obama's concerns as ""unpersuasive.""",0,0
25fox20,tn,,"The bill cleared the House earlier this month, also by voice vote.",0,0
25fox23,tn,0.0,"With the override, the bill will now become law.",0,0
25fox26,tn,0.0,Fifteen of the 19 Sept. 11 hijackers were Saudi nationals.,0,0
25fox31,tn,,"Kristen Breitweiser, a 9/11 widow and co-chair of September 11th Advocates, criticized Carter's assessment, saying that the defense secretary had testified before Congress last week that he wasn't an expert on the bill.",0,0
24fox2,fn,,"CNN, which conveniently happened to be staking out Stone's Fort Lauderdale home, posted video of the arrest that showed a team of FBI agents with guns banging on Stone’s door and demanding that he come outside.",1,0
24fox7,tp,,"“A SWAT team, searching the house, scaring his wife, scaring his dogs—it was completely unnecessary,” Stone’s attorney said. ",1,0
24fox19,tn,0.0,"Instead, it accuses him of witness tampering, obstruction and false statements about his interactions related to WikiLeaks' release.",0,0
24fox27,tn,,DiGenova likened the FBI arrest of Stone to the bureau’s early morning raid last summer of the home of former Trump campaign chairman Paul Manafort.,0,0
21nyt8,tn,0.0,"“We’re seeing a lot of marijuana coming over from Colorado,” said Sheriff Adam Hayward of Deuel County, Neb., who said that he was gratified that the two states were challenging Colorado’s marijuana laws.",0,0
